,texts
14305,"['visit', 'met', 'president', 'south', 'sudan', 'offered', 'support', 'nation', 'youngest', 'member', 'international', 'community']"
14306,"['let', 'us', 'make', 'world', 'safer', 'prosperous']"
14307,"['let', 'us', 'fearless', 'comes', 'fighting', 'fairness', 'transparency', 'rule', 'law']"
14308,"['rule', 'law', 'less', 'corruption', 'human', 'rights']"
14309,"['transparency', 'less', 'economic', 'disparity', 'greater', 'accountability']"
14310,"['citizens', 'engaged', 'informed', 'good', 'things', 'happen']"
14311,"['must', 'fearless', 'efforts', 'promote', 'achieve', 'fair', 'open', 'transparent', 'world', 'community']"
14312,"['twenty', 'years', 'ago', 'took', 'floor', 'first', 'time', 'general', 'assembly']"
14313,"['months', '28', 'may', '1993', 'monaco', 'become', 'one', 'hundred', 'eightythird', 'state', 'member', 'united', 'nations', 'smallest', 'member', 'state', 'universal', 'organization']"
14314,"['decision', 'prince', 'rainier', 'iii', 'father', 'reflected', 'fully', 'assume', 'role', 'responsible', 'committed', 'state', 'within', 'changing', 'world', 'new', 'opportunities', 'new', 'challenges', 'becoming', 'interdependent', 'transcending', 'borders']"
14315,"['vision', 'remains', 'unchanged', 'passage', 'time']"
14316,"['country', 'continues', 'shoulder', 'responsibilities', 'major', 'issues', 'bring', 'us', 'together', 'today']"
14317,"['faithful', 'principles', 'past', 'principality', 'monaco', 'wishes', 'make', 'contribution', 'effective', 'way', 'possible', 'task', 'building', 'peace', 'attached', 'centuries']"
14318,"['therefore', 'inspired', 'conviction', 'shared', 'humanity', 'requires', 'us', 'treat', 'fellow', 'human', 'beings', 'respect', 'dignity', 'tolerance', 'comprehension', 'endorsed', 'values', 'principles', 'charter', 'united', 'nations', 'aspire', 'together', 'defend', 'promote']"
14319,"['important', 'decision', 'fulfil', 'responsibility', 'member', 'state', 'strengthened', 'conviction', 'originating', 'holding', 'first', 'earth', 'summit', '1992', 'sustainable', 'development', 'without', 'aspire', 'ideal', 'peace', 'must', 'planned', 'respect', 'environment', 'planet']"
14320,"['sombre', 'international', 'context', 'going', 'define', 'post2015', 'development', 'agenda', 'agenda', 'cornerstone', 'work', 'organization', 'crucial', 'establishing', 'political', 'legitimacy', 'decades', 'come']"
14321,"['growing', 'insecurity', 'world', 'characterized', 'fragmentation', 'societies', 'threatens', 'progress', 'made', 'many', 'fields', 'causes', 'multidimensional', 'regional', 'instability', 'likely', 'deepen', 'existing', 'differences']"
14322,"['recent', 'attacks', 'perpetrated', 'kenya', 'pakistan', 'iraq', 'another', 'shocking', 'illustration', 'problem']"
14323,"['remind', 'us', 'many', 'parts', 'world', 'still', 'subject', 'deadly', 'terrorist', 'attacks']"
14324,"['allow', 'extend', 'families', 'victims', 'government', 'deepest', 'condolences']"
14325,"['must', 'also', 'speak', 'persisting', 'conflicts', 'hamper', 'development', 'cause', 'unacceptable', 'humanitarian', 'situation']"
14326,"['regard', 'syria', 'particular', 'number', 'displaced', 'civilians', 'refugees', 'bordering', 'countries', 'great', 'concern']"
14327,"['new', 'threshold', 'crossed', 'use', 'chemical', 'weapons', 'extremely', 'serious', 'violation', 'international', 'law', 'tolerated']"
14328,"['monaco', 'associates', 'continue', 'advocate', 'political', 'settlement', 'conflict', 'especially', 'light', 'recent', 'agreement', 'control', 'destruction', 'chemical', 'weapons', 'stockpiles', 'syria']"
14329,"['responsible', 'use', 'chemical', 'weapons', 'go', 'unpunished']"
14330,"['international', 'committee', 'red', 'cross', 'wish', 'pay', 'tribute', 'determination', 'fulfil', 'mandate', 'spite', 'difficult', 'circumstances', 'must', 'given', 'access', 'populations', 'need', 'must', 'assured', 'able', 'conduct', 'activities', 'full', 'security']"
14331,"['tenth', 'anniversary', 'attack', 'united', 'nations', 'staff', 'baghdad', 'sad', 'reminder', 'need', 'relentlessly', 'continue', 'efforts', 'behalf', 'united', 'nations', 'staff', 'often', 'become', 'deliberate', 'targets']"
14332,"['deplorable', 'situation', 'given', 'attention', 'coming', 'world', 'summit', 'humanitarian', 'aid', 'held', 'initiative', 'secretarygeneral', 'fully', 'support']"
14333,"['evolution', 'factors', 'lead', 'humanitarian', 'emergencies', 'forces', 'us', 'examine', 'ways', 'organization', 'act', 'circumstances', 'include', 'conflicts', 'natural', 'disasters', 'climate', 'change', 'environmental', 'degradation']"
14334,"['must', 'recognize', 'office', 'coordination', 'humanitarian', 'affairs', 'express', 'deepest', 'gratitude', 'needs', 'given', 'means', 'resources', 'required', 'carry', 'mandate', 'given']"
14335,"['criticize', 'threaten', 'progress', 'united', 'nations', 'results', 'accomplished', 'show', 'courageous', 'political', 'decisions', 'fields', 'security', 'development', 'timely', 'positive']"
14336,"['together', 'year', '2000', 'defined', 'millennium', 'development', 'goals', 'mdgs', 'today', 'made', 'possible', 'billions', 'people', 'live', 'better']"
14337,"['successes', 'remarkable', 'given', 'progress', 'achieved', 'spite', 'effects', 'many', 'crises', 'financial', 'economic', 'food', 'energy', 'nature', 'whose', 'consequences', 'linger', 'even', 'worsening']"
14338,"['tomorrow', 'special', 'event', 'devoted', 'mdgs', 'opportunity', 'reiterate', 'priority', 'commitment', 'eliminating', 'poverty', 'opportunity', 'us', 'redouble', 'efforts', 'hasten', 'achievement', 'goals']"
14339,"['millennium', 'development', 'goals', 'report', '2013', 'indicates', 'areas', 'require', 'urgent', 'action', 'significant', 'gaps', 'exist', 'among', 'countries', 'within', 'borders']"
14340,"['tolerate', 'fact', 'still', 'people', 'rejected', 'society', 'people', 'hope', 'born', 'new', 'millennium', 'remains', 'broken', 'promise']"
14341,"['acceptable', 'today', '’', 'world', 'human', 'beings', 'still', 'live', 'close', 'complete', 'destitution', 'even', 'basic', 'needs', 'go', 'unmet']"
14342,"['applaud', 'secretarygeneral', '’', 'efforts', 'behalf', 'mobilization', 'campaigns', '—', 'education', 'first', '“', 'every', 'woman', 'every', 'child', '”', 'scaling', 'nutrition', '—', 'push', 'us', 'shoulder', 'responsibilities', 'towards', 'world', '’', 'vulnerable']"
14343,"['education', 'promotion', 'women', 'protection', 'children', 'public', 'health', 'conservation', 'natural', 'resources', 'priority', 'elements', 'international', 'cooperation', 'policies', 'outlined']"
14344,"['structured', 'around', 'eight', 'mdgs', 'especially', 'maternal', 'child', 'health', 'fight', 'pandemics', 'neglected', 'diseases', 'promotion', 'food', 'security', 'particular', 'geared', 'towards', 'least', 'developed', 'countries']"
14345,"['seems', 'policy', 'international', 'cooperation', 'respond', 'much', 'possible', 'interests', 'virtuous', 'circle', 'development', 'launched', 'help', 'build', 'stable', 'less', 'unequal', 'world']"
14346,"['important', 'advances', 'often', 'accompanied', 'completed', 'adoption', 'measures', 'emerging', 'organization', '’', 'major', 'conferences', 'summits']"
14347,"['strengthening', 'treaty', 'regime', 'human', 'rights', 'disarmament', 'fight', 'terrorism', 'regimes', 'established', 'security', 'council', 'member', 'states', 'endowed', 'means', 'reaffirm', 'faith', 'multilateralism', 'reason', 'organization', '’', 'existence', 'rule', 'law', 'foundation', 'collective', 'action']"
14348,"['vital', 'speed', 'implementation', 'programme', 'action', 'adopted', 'istanbul', '2011', 'fourth', 'united', 'nations', 'conference', 'least', 'developed', 'countries']"
14349,"['work', 'lies', 'ahead', 'president', 'general', 'assembly', 'comes', 'turning', 'point', 'history']"
14350,"['leadership', 'general', 'assembly', 'must', 'speed', 'implementation', 'mdgs', 'also', 'prepare', 'post2015', 'development', 'agenda', 'define', 'sustainable', 'development', 'goals', 'accordance', 'session', '’', 'theme', '“', 'post2015', 'development', 'agenda', 'setting', 'stage', '”']"
14351,"['valuable', 'experience', 'unreserved', 'dedication', 'organization', 'sustainable', 'development', 'particular', 'guide', 'deliberations']"
14352,"['grateful', 'son', 'antigua', 'barbuda', 'small', 'island', 'developing', 'state', 'presiding', 'upcoming', 'discussions', 'since', 'confident', 'familiar', 'issues', 'stake']"
14353,"['also', 'rest', 'assured', 'monaco', '’', 'representative', 'capacity', 'vicepresident', 'ready', 'support', 'noble', 'task']"
14354,"['based', 'lessons', 'learned', 'mdgs', 'together', 'build', 'ambitious', 'new', 'development', 'programme', 'capable', 'responding', 'effectively', 'demands', 'new', 'reality']"
14355,"['climate', 'change', 'mind', 'particular']"
14356,"['greenhousegas', 'emissions', 'continue', 'increase', 'global', 'level', 'despite', 'fact', 'identified', 'climate', 'change', 'one', 'greatest', 'dangers', 'era']"
14357,"['secretarygeneral', 'count', 'country', '’', 'contribution', 'upcoming', 'summit', 'climate', 'change', 'intends', 'hold', 'next', 'september']"
14358,"['willingness', 'bring', 'together', 'leaders', 'every', 'sector', 'society', '—', 'civil', 'society', 'private', 'sector', 'world', 'business', 'finance', 'young', 'people', 'agents', 'change', '—', 'path', 'hope', 'radical', 'transformation', 'needed']"
14359,"['alternative', 'defining', 'new', 'programme', 'new', 'paradigm']"
14360,"['current', 'rate', 'change', 'behaviour', 'need', 'equivalent', 'two', 'planet', 'earths', 'meet', 'needs', 'world', '’', 'population', 'know', 'reach', '9', 'billion', '2050', 'always', 'concentrated', 'urban', 'coastal', 'zones', 'whose', 'natural', 'resources', 'particularly', 'vulnerable']"
14361,"['simple', 'fact', 'prompt', 'us', 'adopt', 'sustainable', 'modes', 'production', 'consumption', 'accordance', 'decisions', 'taken', 'united', 'nations', 'conference', 'sustainable', 'development']"
14362,"['essential', 'change', 'mindset', 'presupposes', 'place', 'human', 'beings', 'heart', 'development', 'issue']"
14363,"['longer', 'question', 'agreeing', 'development', 'plans', 'agricultural', 'artisanal', 'industrial', 'capacities']"
14364,"['must', 'consider', 'human', 'societies', 'individuals', 'deserve', 'attention']"
14365,"['must', 'study', 'economic', 'environmental', 'issues', 'light', 'impact', 'lives', 'people', 'communities']"
14366,"['taking', 'needs', 'account', 'means', 'must', 'reflect', 'ensure', 'responsible', 'development', 'respects', 'environment', 'truly', 'sustainable']"
14367,"['assembly', 'aware', 'personal', 'commitment', 'issues', 'involving', 'oceans', 'seas']"
14368,"['accordance', 'monaco', 'message', 'acknowledged', 'importance', 'oceans', '“', 'future', 'want', '”', 'resolution', '66288', 'annex', 'adopted', 'november', '2011', 'committing', 'promoting', 'role', 'oceans', 'definition', 'post2015', 'agenda', 'reiterating', 'support', 'sustainable', 'development', 'goal', 'focusing', 'oceans']"
14369,"['climate', 'regulation', 'food', 'nutrition', 'security', 'energy', 'tourism', 'transport', 'international', 'trade', '—', 'areas', 'directly', 'indirectly', 'affected', 'oceans', '—', 'linked', 'three', 'pillars', 'sustainable', 'development']"
14370,"['think', 'also', 'essential', 'reaffirm', 'fundamental', 'oceans', 'world', 'serious', 'risks', 'presented', 'excessive', 'human', 'activity', 'contributes', 'acidification', 'acceleration', 'drop', 'resources', 'contain']"
14371,"['context', 'would', 'like', 'say', 'crucial', 'believe', 'international', 'community', 'address', 'status', 'high', 'seas', 'without', 'delay', 'urgent', 'protected', 'marine', 'areas', 'established', 'especially', 'polar', 'regions']"
14372,"['viability', 'sustainable', 'management', 'oceans', 'achieved', 'unswerving', 'political', 'willingness', 'form', 'strong', 'partnerships', 'unite', 'parties', 'concerned', 'able', 'combat', 'effects', 'overfishing', 'pollution', 'acidification', 'oceans', 'restore', 'health', 'productivity']"
14373,"['strengthening', 'cooperation', 'partnerships', 'well', 'deciding', 'concrete', 'action', 'also', 'heart', 'preparations', 'third', 'international', 'conference', 'small', 'island', 'developing', 'states', 'want', 'give', 'full', 'support', 'along', 'needed', 'boost', 'solidarity', 'essential', 'promoting', 'sustainable', 'development']"
14374,"['stakes', 'clear']"
14375,"['let', 'us', 'wish', 'reaffirm', 'central', 'place', 'organization', 'occupies', 'international', 'governance', 'give', 'means', 'assure', 'leadership', 'role', 'ambitious', 'resolute', 'task']"
14376,"['let', 'us', 'remember', 'words', 'novelist', 'antoine', 'de', 'saintexupéry', '“', 'human', 'means', 'responsible', '”']"
14377,"['world', 'live', 'profoundly', 'changing', 'whether', 'changes', 'better', 'another', 'matter']"
14378,['us']
14379,"['often', 'get', 'impression', 'great', 'strides', 'taken', 'towards', 'better', 'peaceful', 'future']"
14380,"['unfortunately', 'reality', 'imposes', 'disappointing', 'setbacks', 'upon', 'us']"
14381,"['recall', 'important', 'step', 'taken', '150', 'years', 'ago']"
14382,"['1863', 'international', 'committee', 'red', 'cross', 'icrc', 'founded', 'geneva', 'giving', 'rise', 'global', 'movement']"
14383,"['thanks', 'humanitarian', 'spirit', 'representatives', 'organization', 'work', 'provide', 'humanitarian', 'help', 'worldwide', 'people', 'affected', 'armed', 'conflict', 'violent', 'situations']"
14384,"['humanitarian', 'work', 'icrc', 'based', 'principles', 'neutrality', 'impartiality', 'independence']"
14385,"['victims', 'conflicts', 'receive', 'treatment', 'help', 'granted', 'vulnerable', 'persons']"
14386,"['human', 'beings', 'valued', 'equally']"
14387,"['alongside', 'humanitarian', 'tradition', 'shared', 'switzerland', 'icrc', 'country', 'proud', 'another', 'tradition', 'dating', 'back', 'centuries', '—', 'neutrality']"
14388,"['would', 'recall', 'centuries', 'switzerland', '’', 'foreign', 'policy', 'anchored', 'peaceful', 'coexistence', 'among', 'states']"
14389,"['thanks', 'neutrality', 'maintain', 'relations', 'countries']"
14390,"['never', 'take', 'sides', 'provide', 'support', 'propose', 'mediation']"
14391,"['furthermore', 'neutrality', 'allows', 'us', 'offer', 'good', 'offices']"
14392,"['humanitarian', 'engagement', 'part', 'history']"
14393,"['honour', 'us', 'make', 'neutral', 'soil', 'available', 'peace', 'talks', 'continue', 'contribute', 'towards', 'peace', 'world', 'particular', 'good', 'offices']"
14394,"['impartial', 'work', 'based', 'belief', 'differences', 'people', 'nations']"
14395,"['differences', 'natural']"
14396,"['moreover', 'human', 'beings', 'enjoy', 'equal', 'rights']"
14397,"['protection', 'human', 'rights', 'key', 'element', 'swiss', 'commitment']"
14398,"['rights', 'expression', 'obligations', 'set', 'international', 'law', 'must', 'protected']"
14399,"['switzerland', 'concerned', 'widespread', 'excesses', 'violence', 'numerous', 'human', 'rights', 'violations']"
